state,date,positive,probable_cases,total_case,total_test_results,death,positive_increase,death_increase,data_quality_grade
florida,2020-11-21,918240,66684,984924,11570159,18152,8175,42,A
florida,2020-11-20,910065,64816,974881,11456461,18110,8831,80,A
florida,2020-11-19,901234,62684,963918,11348596,18030,8882,81,A
florida,2020-11-18,892352,60331,952683,11237905,17949,7727,88,A
florida,2020-11-17,884625,58051,942676,11150840,17861,7285,86,A
florida,2020-11-16,877340,56103,933443,11073495,17775,4530,41,A
florida,2020-11-15,872810,55411,928221,11022168,17734,9820,30,A
florida,2020-11-14,862990,51909,914899,10899389,17704,4405,45,A
florida,2020-11-13,858585,50614,909199,10861776,17659,6760,74,A
florida,2020-11-12,851825,48605,900430,10783307,17585,5504,73,A
florida,2020-11-11,846321,47317,893638,10714303,17512,5669,52,A
florida,2020-11-10,840652,45792,886444,10646926,17460,4282,69,A
florida,2020-11-09,836370,44775,881145,10600474,17391,3845,58,A
florida,2020-11-08,832525,44258,876783,10555504,17333,6619,22,A
florida,2020-11-07,825906,43003,868909,10453650,17311,4380,87,A
florida,2020-11-06,821526,41864,863390,10405346,17224,5150,54,A
florida,2020-11-05,816376,40426,856802,10328997,17170,6120,39,A
florida,2020-11-04,810256,38892,849148,10236958,17131,4332,32,A
florida,2020-11-03,805924,37795,843719,10182460,17099,4553,56,A
florida,2020-11-02,801371,36543,837914,10126764,17043,4569,46,A
florida,2020-11-01,796802,34128,830930,10086898,16997,4805,28,A
florida,2020-10-31,791997,34559,826556,9979348,16969,2283,42,A
florida,2020-10-30,789714,33965,823679,9943626,16927,5383,73,A
florida,2020-10-29,784331,32774,817105,9855604,16854,4111,79,A
florida,2020-10-28,780220,31643,811863,9774192,16775,4005,66,A
florida,2020-10-27,776215,30386,806601,9703491,16709,4226,57,A
florida,2020-10-26,771989,29401,801390,9638950,16652,3336,20,A
florida,2020-10-25,768653,28889,797542,9582390,16632,2348,12,A
florida,2020-10-24,766305,28470,794775,9532175,16620,4381,76,A
florida,2020-10-23,761924,27716,789640,9411692,16544,3618,74,A
florida,2020-10-22,758306,26846,785152,9318880,16470,5461,162,A
florida,2020-10-21,752845,25856,778701,9221524,16308,2106,0,A
florida,2020-10-20,750739,25168,775907,9189623,16308,3556,86,A
florida,2020-10-19,747183,24557,771740,9131321,16222,1691,54,A
florida,2020-10-18,745492,24374,769866,9095257,16168,2474,50,A
florida,2020-10-17,743018,24102,767120,9042143,16118,3968,88,A
florida,2020-10-16,739050,23558,762608,8965336,16030,3365,98,A
florida,2020-10-15,735685,22897,758582,8887690,15932,3286,144,A
florida,2020-10-14,732399,22235,754634,8824105,15788,2808,66,A
florida,2020-10-13,729591,21581,751172,8771490,15722,2657,123,A
florida,2020-10-12,726934,21184,748118,8717711,15599,1519,47,A
florida,2020-10-11,725415,21017,746432,8680909,15552,5414,180,A
florida,2020-10-10,720001,20267,740268,8575105,15372,0,0,A
florida,2020-10-09,720001,20267,740268,8552582,15372,2853,118,A
florida,2020-10-08,717148,19960,737108,8482940,15254,3246,170,A
florida,2020-10-07,713902,19541,733443,8411529,15084,2544,139,A
florida,2020-10-06,711358,19023,730381,8350705,14945,2201,59,A
florida,2020-10-05,709157,18553,727710,8307712,14886,1406,41,A
florida,2020-10-04,707751,18498,726249,8272347,14845,1786,42,A
florida,2020-10-03,705965,18265,724230,8222917,14803,2753,73,A
florida,2020-10-02,703212,17832,721044,8164667,14730,2610,111,A
florida,2020-10-01,700602,17454,718056,8094054,14619,2551,131,A
florida,2020-09-30,698051,16922,714973,8034148,14488,1880,175,A
florida,2020-09-29,696171,16658,712829,7993421,14313,3209,106,A
florida,2020-09-28,692962,16250,709212,7929199,14207,728,5,A
florida,2020-09-27,692234,16201,708435,7910195,14202,1847,12,A
florida,2020-09-26,690387,16057,706444,7864927,14190,2731,107,A
florida,2020-09-25,687656,15747,703403,7798487,14083,2809,122,A
florida,2020-09-24,684847,15391,700238,7732872,13961,2477,179,A
florida,2020-09-23,682370,15029,697399,7674776,13782,2594,203,A
florida,2020-09-22,679776,14582,694358,7625850,13579,2414,99,A
florida,2020-09-21,677362,14190,691552,7585328,13480,1671,21,A
florida,2020-09-20,675691,14185,689876,7547048,13459,2497,9,A
florida,2020-09-19,673194,14047,687241,7493574,13450,3510,63,A
florida,2020-09-18,669684,13708,683392,7415354,13387,3177,140,A
florida,2020-09-17,666507,13418,679925,7339212,13247,3273,147,A
florida,2020-09-16,663234,13049,676283,7266009,13100,2288,154,A
florida,2020-09-15,660946,12667,673613,7214436,12946,2743,146,A+
florida,2020-09-14,658203,12404,670607,7151340,12800,1718,36,A+
florida,2020-09-13,656485,12305,668790,7105309,12764,2395,8,A+
florida,2020-09-12,654090,12226,666316,7049267,12756,3168,98,A+
florida,2020-09-11,650922,11798,662720,6977912,12658,3604,176,A+
florida,2020-09-10,647318,11408,658726,6911776,12482,2537,213,A+
florida,2020-09-09,644781,10994,655775,6865939,12269,2006,202,A+
florida,2020-09-08,642775,10629,653404,6827065,12067,1797,44,A+
florida,2020-09-07,640978,10499,651477,6790731,12023,1812,22,A+
florida,2020-09-06,639166,10435,649601,6749937,12001,2513,38,A+
florida,2020-09-05,636653,10277,646930,6699970,11963,3593,60,A+
florida,2020-09-04,633060,9900,642960,6638472,11903,3147,103,A+
florida,2020-09-03,629913,9581,639494,6575983,11800,3487,149,A+
florida,2020-09-02,626426,9193,635619,6518566,11651,2310,130,A+
florida,2020-09-01,624116,8876,632992,6474550,11521,7487,190,A+
florida,2020-08-31,616629,8520,625149,6364260,11331,1876,68,A+
florida,2020-08-30,614753,8417,623170,6330707,11263,2547,14,A+
florida,2020-08-29,612206,8314,620520,6278817,11249,3132,150,A+
florida,2020-08-28,609074,8092,617166,6215891,11099,3732,88,A
florida,2020-08-27,605342,7834,613176,6150627,11011,3229,139,A
florida,2020-08-26,602113,7509,609622,6099975,10872,2937,155,A
florida,2020-08-25,599176,7187,606363,6043455,10717,2665,183,A
florida,2020-08-24,596511,6920,603431,6007222,10534,2224,72,A
florida,2020-08-23,594287,6658,600945,5968059,10462,3004,51,A
florida,2020-08-22,591283,6603,597886,5915679,10411,4260,107,A
florida,2020-08-21,587023,6435,593458,5830583,10304,4616,118,A
florida,2020-08-20,582407,6092,588499,5763199,10186,4516,119,A
florida,2020-08-19,577891,5812,583703,5696967,10067,4080,174,A
florida,2020-08-18,573811,5650,579461,5639141,9893,3787,219,B
florida,2020-08-17,570024,5496,575520,5590913,9674,2649,87,B
florida,2020-08-16,567375,5474,572849,5558341,9587,3747,107,A
florida,2020-08-15,563628,5457,569085,5509603,9480,6291,204,A
florida,2020-08-14,557337,5337,562674,5428856,9276,7997,229,A
florida,2020-08-13,549340,NA,NA,5354124,9047,6227,149,A
florida,2020-08-12,543113,NA,NA,5289628,8898,8095,213,A
florida,2020-08-11,535018,NA,NA,5222659,8685,5762,277,A
florida,2020-08-10,529256,NA,NA,5167187,8408,4150,93,A
florida,2020-08-09,525106,NA,NA,5119253,8315,6139,77,A
florida,2020-08-08,518967,NA,NA,5047703,8238,8343,187,A
florida,2020-08-07,510624,NA,NA,4964316,8051,7541,180,A
florida,2020-08-06,503083,NA,NA,4890559,7871,7573,120,A
florida,2020-08-05,495510,NA,NA,4801814,7751,5424,225,A
florida,2020-08-04,490086,NA,NA,4752867,7526,5357,247,A
florida,2020-08-03,484729,NA,NA,4704476,7279,4814,73,A
florida,2020-08-02,479915,NA,NA,4652563,7206,7056,62,A
florida,2020-08-01,472859,NA,NA,4578231,7144,9502,178,A
florida,2020-07-31,463357,NA,NA,4493776,6966,8900,257,A
florida,2020-07-30,454457,NA,NA,4411574,6709,9835,252,A
florida,2020-07-29,444622,NA,NA,4331458,6457,9320,217,A
florida,2020-07-28,435302,NA,NA,4256937,6240,9138,191,A
florida,2020-07-27,426164,NA,NA,4180523,6049,8804,77,A
florida,2020-07-26,417360,NA,NA,4105191,5972,9246,78,A
florida,2020-07-25,408114,NA,NA,4023711,5894,12045,126,A
florida,2020-07-24,396069,NA,NA,3921208,5768,12320,136,A
florida,2020-07-23,383749,NA,NA,3830539,5632,10112,173,A
florida,2020-07-22,373637,NA,NA,3750496,5459,9664,140,A
florida,2020-07-21,363973,NA,NA,3661911,5319,9263,136,A
florida,2020-07-20,354710,NA,NA,3595456,5183,10405,92,A
florida,2020-07-19,344305,NA,NA,3526542,5091,12385,89,A
florida,2020-07-18,331920,NA,NA,3424946,5002,10173,90,A
florida,2020-07-17,321747,NA,NA,3344252,4912,11174,130,A
florida,2020-07-16,310573,NA,NA,3252528,4782,13759,156,A
florida,2020-07-15,296814,NA,NA,3149444,4626,9992,112,A
florida,2020-07-14,286822,NA,NA,3078403,4514,9183,133,A
florida,2020-07-13,277639,NA,NA,3018914,4381,12207,35,A
florida,2020-07-12,265432,NA,NA,2917932,4346,15149,45,A
florida,2020-07-11,250283,NA,NA,2788787,4301,10274,98,A
florida,2020-07-10,240009,NA,NA,2711279,4203,11250,92,A
florida,2020-07-09,228759,NA,NA,2626323,4111,8890,120,A
florida,2020-07-08,219869,NA,NA,2579547,3991,9947,48,A
florida,2020-07-07,209922,NA,NA,2512111,3943,7299,63,A
florida,2020-07-06,202623,NA,NA,2468749,3880,6237,48,A
florida,2020-07-05,196386,NA,NA,2428240,3832,9856,29,A
florida,2020-07-04,186530,NA,NA,2364452,3803,11330,18,A
florida,2020-07-03,175200,NA,NA,2286612,3785,9324,67,A
florida,2020-07-02,165876,NA,NA,2225989,3718,9442,68,A
florida,2020-07-01,156434,NA,NA,2163496,3650,6545,46,A
florida,2020-06-30,149889,NA,NA,2121648,3604,6027,58,A
florida,2020-06-29,143862,NA,NA,2082221,3546,5363,28,A
florida,2020-06-28,138499,NA,NA,2044514,3518,8354,29,A
florida,2020-06-27,130145,NA,NA,1979724,3489,9534,25,A
florida,2020-06-26,120611,NA,NA,1908520,3464,8814,41,A
florida,2020-06-25,111797,NA,NA,1843506,3423,4991,46,A
florida,2020-06-24,106806,NA,NA,1790441,3377,5471,44,A
florida,2020-06-23,101335,NA,NA,1757843,3333,3798,67,A
florida,2020-06-22,97537,NA,NA,1724166,3266,2751,12,A
florida,2020-06-21,94786,NA,NA,1690172,3254,4617,17,A
florida,2020-06-20,90169,NA,NA,1653080,3237,4002,40,A
florida,2020-06-19,86167,NA,NA,1622106,3197,3313,43,A
florida,2020-06-18,82854,NA,NA,1590585,3154,2694,44,A
florida,2020-06-17,80160,NA,NA,1561493,3110,2427,25,A
florida,2020-06-16,77733,NA,NA,1538668,3085,2691,55,A
florida,2020-06-15,75042,NA,NA,1504255,3030,1760,8,A
florida,2020-06-14,73282,NA,NA,1473348,3022,2133,6,A
florida,2020-06-13,71149,NA,NA,1427556,3016,2476,49,A
florida,2020-06-12,68673,NA,NA,1392549,2967,1634,29,A
florida,2020-06-11,67039,NA,NA,1362057,2938,1669,49,A
florida,2020-06-10,65370,NA,NA,1334261,2889,1242,38,A
florida,2020-06-09,64128,NA,NA,1312922,2851,1158,53,A
florida,2020-06-08,62970,NA,NA,1283747,2798,1029,12,A
florida,2020-06-07,61941,NA,NA,1258807,2786,1392,13,A
florida,2020-06-06,60549,NA,NA,1208092,2773,1244,28,A
florida,2020-06-05,59305,NA,NA,1172244,2745,1019,54,A
florida,2020-06-04,58286,NA,NA,1143981,2691,1265,41,A
florida,2020-06-03,57021,NA,NA,1109419,2650,1209,37,B
florida,2020-06-02,55812,NA,NA,1083794,2613,602,70,A
florida,2020-06-01,55210,NA,NA,1073626,2543,700,9,A
florida,2020-05-31,54510,NA,NA,1049404,2534,870,4,A
florida,2020-05-30,53640,NA,NA,1022691,2530,752,35,A
florida,2020-05-29,52888,NA,NA,1008376,2495,1221,49,A
florida,2020-05-28,51667,NA,NA,971639,2446,614,46,A
florida,2020-05-27,51053,NA,NA,952142,2400,475,62,A
florida,2020-05-26,50578,NA,NA,938170,2338,503,7,A
florida,2020-05-25,50075,NA,NA,920104,2331,980,15,A
florida,2020-05-24,49095,NA,NA,882626,2316,545,4,A
florida,2020-05-23,48550,NA,NA,866920,2312,733,44,A
florida,2020-05-22,47817,NA,NA,841067,2268,725,46,A
florida,2020-05-21,47092,NA,NA,817226,2222,1190,49,A
florida,2020-05-20,45902,NA,NA,772023,2173,475,44,A+
florida,2020-05-19,45427,NA,NA,700701,2129,612,56,A+
florida,2020-05-18,44815,NA,NA,670220,2073,654,24,A+
florida,2020-05-17,44161,NA,NA,650908,2049,1136,9,A+
florida,2020-05-16,43025,NA,NA,629359,2040,480,49,A+
florida,2020-05-15,42545,NA,NA,622753,1991,786,43,A+
florida,2020-05-14,41759,NA,NA,607219,1948,792,50,A+
florida,2020-05-13,40967,NA,NA,591519,1898,799,49,A+
florida,2020-05-12,40168,NA,NA,576962,1849,606,44,A+
florida,2020-05-11,39562,NA,NA,555807,1805,383,14,B
florida,2020-05-10,39179,NA,NA,538027,1791,681,6,B
florida,2020-05-09,38498,NA,NA,524343,1785,765,47,B
florida,2020-05-08,37733,NA,NA,507598,1738,344,71,C
florida,2020-05-07,37389,NA,NA,490296,1667,625,62,C
florida,2020-05-06,36764,NA,NA,476485,1605,581,69,C
florida,2020-05-05,36183,NA,NA,461682,1536,574,113,C
florida,2020-05-04,35609,NA,NA,440615,1423,768,20,C
florida,2020-05-03,34841,NA,NA,425243,1403,632,15,C
florida,2020-05-02,34209,NA,NA,412850,1388,703,74,C
florida,2020-05-01,33506,NA,NA,396464,1314,977,24,C
florida,2020-04-30,32529,NA,NA,378239,1290,514,50,C
florida,2020-04-29,32015,NA,NA,368569,1240,343,86,C
florida,2020-04-28,31672,NA,NA,361556,1154,748,53,C
florida,2020-04-27,30924,NA,NA,349793,1101,519,7,C
florida,2020-04-26,30405,NA,NA,340916,1094,795,19,C
florida,2020-04-25,29610,NA,NA,324016,1075,734,44,C
florida,2020-04-24,28876,NA,NA,310609,1031,1214,52,A
florida,2020-04-23,27662,NA,NA,291998,979,697,69,A
florida,2020-04-22,26965,NA,NA,280934,910,859,54,A
florida,2020-04-21,26106,NA,NA,268700,856,746,50,A
florida,2020-04-20,25360,NA,NA,258121,806,713,25,A
florida,2020-04-19,24647,NA,NA,248903,781,741,27,A
florida,2020-04-18,23906,NA,NA,239745,754,1083,55,A
florida,2020-04-17,22823,NA,NA,226950,699,1199,53,A
florida,2020-04-16,21624,NA,NA,211489,646,897,37,A
florida,2020-04-15,20727,NA,NA,201864,609,592,72,A
florida,2020-04-14,20135,NA,NA,195443,537,922,54,A
florida,2020-04-13,19213,NA,NA,186752,483,809,18,A
florida,2020-04-12,18404,NA,NA,178055,465,1064,27,A
florida,2020-04-11,17340,NA,NA,166804,438,1088,48,A
florida,2020-04-10,16252,NA,NA,157362,390,1033,36,A
florida,2020-04-09,15219,NA,NA,143351,354,1046,45,A
florida,2020-04-08,14173,NA,NA,136858,309,1006,13,A
florida,2020-04-07,13167,NA,NA,125348,296,1159,60,A
florida,2020-04-06,12008,NA,NA,114285,236,763,18,A
florida,2020-04-05,11245,NA,NA,107267,218,1148,27,A
florida,2020-04-04,10097,NA,NA,95124,191,1281,28,A
florida,2020-04-03,8816,NA,NA,84386,163,1268,35,A
florida,2020-04-02,7548,NA,NA,71703,128,1032,41,A
florida,2020-04-01,6516,NA,NA,63259,87,904,10,A
florida,2020-03-31,5612,NA,NA,55046,77,852,14,A
florida,2020-03-30,4760,NA,NA,48119,63,876,7,A
florida,2020-03-29,3884,NA,NA,40982,56,705,2,A
florida,2020-03-28,3179,NA,NA,34607,54,659,20,A
florida,2020-03-27,2520,NA,NA,28363,34,535,6,A
florida,2020-03-26,1985,NA,NA,22737,28,497,6,A
florida,2020-03-25,1488,NA,NA,15835,22,283,4,A
florida,2020-03-24,1205,NA,NA,12954,18,176,4,A
florida,2020-03-23,1029,NA,NA,11284,14,298,1,A
pennsylvania,2020-11-21,302564,20086,322650,2971240,9801,6778,112,A+
pennsylvania,2020-11-20,295786,19331,315117,2944656,9689,6808,108,A+
pennsylvania,2020-11-19,288978,18655,307633,2918505,9581,7126,116,A+
pennsylvania,2020-11-18,281852,17874,299726,2890838,9465,6339,110,A+
pennsylvania,2020-11-17,275513,17209,292722,2863980,9355,5900,30,A+
pennsylvania,2020-11-16,269613,16480,286093,2843234,9325,4476,13,A+
pennsylvania,2020-11-15,265137,16156,281293,2824633,9312,5199,38,A+
pennsylvania,2020-11-14,259938,15778,275716,2798085,9274,5551,50,A+
pennsylvania,2020-11-13,254387,15231,269618,2778371,9224,5531,30,A+
pennsylvania,2020-11-12,248856,14731,263587,2755505,9194,5488,49,A+
pennsylvania,2020-11-11,243368,14086,257454,2732129,9145,4711,59,A+
pennsylvania,2020-11-10,238657,13507,252164,2709442,9086,4361,62,A+
pennsylvania,2020-11-09,234296,12859,247155,2690152,9024,3402,4,A+
pennsylvania,2020-11-08,230894,12452,243346,2672529,9020,2909,5,A+
pennsylvania,2020-11-07,227985,12248,240233,2654106,9015,4035,40,A+
pennsylvania,2020-11-06,223950,11692,235642,2632316,8975,3384,38,A+
pennsylvania,2020-11-05,220566,11218,231784,2611902,8937,2900,47,A+
pennsylvania,2020-11-04,217666,10866,228532,2591931,8890,2795,35,A+
pennsylvania,2020-11-03,214871,10508,225379,2569217,8855,2875,32,A+
pennsylvania,2020-11-02,211996,10232,222228,2550660,8823,2060,6,A+
pennsylvania,2020-11-01,209936,10045,219981,2537746,8817,1909,5,A+
pennsylvania,2020-10-31,208027,9864,217891,2522661,8812,2510,28,A+
pennsylvania,2020-10-30,205517,9573,215090,2503500,8784,2641,22,A+
pennsylvania,2020-10-29,202876,9265,212141,2485704,8762,2202,44,A+
pennsylvania,2020-10-28,200674,9028,209702,2469920,8718,2228,22,A+
pennsylvania,2020-10-27,198446,8797,207243,2452969,8696,2751,23,A+
pennsylvania,2020-10-26,195695,8519,204214,2437125,8673,1407,7,A+
pennsylvania,2020-10-25,194288,8422,202710,2424265,8666,1666,12,A+
pennsylvania,2020-10-24,192622,8323,200945,2407679,8654,2043,29,A+
pennsylvania,2020-10-23,190579,8143,198722,2391447,8625,2219,33,A+
pennsylvania,2020-10-22,188360,7877,196237,2373439,8592,2063,30,A+
pennsylvania,2020-10-21,186297,7649,193946,2353833,8562,1425,29,A+
pennsylvania,2020-10-20,184872,7463,192335,2340511,8533,1557,33,A+
pennsylvania,2020-10-19,183315,7261,190576,2327281,8500,1103,8,A+
pennsylvania,2020-10-18,182212,7164,189376,2314863,8492,1269,26,A+
pennsylvania,2020-10-17,180943,7093,188036,2300793,8466,1857,9,A+
pennsylvania,2020-10-16,179086,6917,186003,2282130,8457,1566,25,A+
pennsylvania,2020-10-15,177520,6726,184246,2266717,8432,1598,21,A+
pennsylvania,2020-10-14,175922,6572,182494,2250651,8411,1276,27,A+
pennsylvania,2020-10-13,174646,6393,181039,2234739,8384,1342,16,A+
pennsylvania,2020-10-12,173304,6236,179540,2218010,8368,1088,18,A+
pennsylvania,2020-10-11,172216,6135,178351,2205861,8350,1166,6,A+
pennsylvania,2020-10-10,171050,6088,177138,2190490,8344,1742,36,A+
pennsylvania,2020-10-09,169308,5987,175295,2169073,8308,1380,9,A+
pennsylvania,2020-10-08,167928,5865,173793,2153031,8299,1376,27,A+
pennsylvania,2020-10-07,166552,5780,172332,2134094,8272,1309,28,A+
pennsylvania,2020-10-06,165243,5653,170896,2117235,8244,1036,17,A+
pennsylvania,2020-10-05,164207,5544,169751,2105159,8227,672,11,A+
pennsylvania,2020-10-04,163535,5534,169069,2095170,8216,2251,17,A+
pennsylvania,2020-10-03,161284,5378,166662,2066255,8199,0,20,A+
pennsylvania,2020-10-02,161284,5378,166662,2066255,8179,1161,19,A+
pennsylvania,2020-10-01,160123,5301,165424,2049762,8160,1156,18,A+
pennsylvania,2020-09-30,158967,5043,164010,2038094,8142,1153,19,A+
pennsylvania,2020-09-29,157814,4946,162760,2024575,8123,988,16,A+
pennsylvania,2020-09-28,156826,4882,161708,2012317,8107,676,1,A+
pennsylvania,2020-09-27,156150,4851,161001,2001220,8106,918,3,A+
pennsylvania,2020-09-26,155232,4839,160071,1985524,8103,1029,22,A+
pennsylvania,2020-09-25,154203,4793,158996,1970600,8081,806,2,A+
pennsylvania,2020-09-24,153397,4739,158136,1956867,8079,853,17,A+
pennsylvania,2020-09-23,152544,4682,157226,1942956,8062,898,39,A+
pennsylvania,2020-09-22,151646,4576,156222,1929562,8023,834,19,A+
pennsylvania,2020-09-21,150812,4531,155343,1917993,8004,234,23,A+
pennsylvania,2020-09-20,150578,4521,155099,1908910,7981,733,25,A+
pennsylvania,2020-09-19,149845,4510,154355,1896125,7956,1162,22,A+
pennsylvania,2020-09-18,148683,4455,153138,1881488,7934,760,21,A+
pennsylvania,2020-09-17,147923,4371,152294,1869198,7913,933,10,A+
pennsylvania,2020-09-16,146990,4324,151314,1855121,7903,776,28,A+
pennsylvania,2020-09-15,146214,4264,150478,1841498,7875,1151,6,A+
pennsylvania,2020-09-14,145063,4221,149284,1829672,7869,1182,32,A+
pennsylvania,2020-09-13,143881,4182,148063,1807881,7837,76,0,A+
pennsylvania,2020-09-12,143805,4182,147987,1807805,7837,920,0,A+
pennsylvania,2020-09-11,142885,4126,147011,1794913,7837,1008,17,A+
pennsylvania,2020-09-10,141877,4074,145951,1781226,7820,587,15,A+
pennsylvania,2020-09-09,141290,4049,145339,1766930,7805,931,14,A+
pennsylvania,2020-09-08,140359,4014,144373,1755076,7791,496,11,A+
pennsylvania,2020-09-07,139863,4001,143864,1748241,7780,547,20,A+
pennsylvania,2020-09-06,139316,3992,143308,1738615,7760,691,0,A+
pennsylvania,2020-09-05,138625,3982,142607,1727706,7760,963,18,A+
pennsylvania,2020-09-04,137662,3931,141593,1714541,7742,891,10,A+
pennsylvania,2020-09-03,136771,3897,140668,1702214,7732,1160,20,A+
pennsylvania,2020-09-02,135611,3859,139470,1687696,7712,816,21,A+
pennsylvania,2020-09-01,134795,3834,138629,1674764,7691,770,18,A+
pennsylvania,2020-08-31,134025,3814,137839,1658220,7673,521,0,A+
pennsylvania,2020-08-30,133504,3801,137305,1649403,7673,670,2,A+
pennsylvania,2020-08-29,132834,3778,136612,1636942,7671,843,16,A+
pennsylvania,2020-08-28,131991,3741,135732,1620826,7655,835,20,A+
pennsylvania,2020-08-27,131156,3726,134882,1602921,7635,620,11,A+
pennsylvania,2020-08-26,130536,3701,134237,1588178,7624,501,19,A+
pennsylvania,2020-08-25,130035,3685,133720,1575205,7605,561,26,A+
pennsylvania,2020-08-24,129474,3652,133126,1562838,7579,426,1,A+
pennsylvania,2020-08-23,129048,3641,132689,1553020,7578,619,2,A+
pennsylvania,2020-08-22,128429,3627,132056,1540553,7576,796,18,A+
pennsylvania,2020-08-21,127633,3602,131235,1527142,7558,693,20,A+
pennsylvania,2020-08-20,126940,3576,130516,1513011,7538,791,15,A+
pennsylvania,2020-08-19,126149,3544,129693,1494467,7523,570,24,A+
pennsylvania,2020-08-18,125579,3529,129108,1479566,7499,735,31,A+
pennsylvania,2020-08-17,124844,3490,128334,1467319,7468,384,0,A+
pennsylvania,2020-08-16,124460,3474,127934,1456863,7468,660,3,A+
pennsylvania,2020-08-15,123800,3454,127254,1443684,7465,850,20,A+
pennsylvania,2020-08-14,122950,3438,126388,1427689,7445,829,36,A+
pennsylvania,2020-08-13,122121,3390,125511,1410994,7409,991,24,A+
pennsylvania,2020-08-12,121130,3391,124521,1393106,7385,849,33,A+
pennsylvania,2020-08-11,120281,3356,123637,1375594,7352,828,35,A+
pennsylvania,2020-08-10,119453,3355,122808,1360283,7317,601,3,A+
pennsylvania,2020-08-09,118852,3347,122199,1347210,7314,760,1,A+
pennsylvania,2020-08-08,118092,3337,121429,1333057,7313,813,16,A+
pennsylvania,2020-08-07,117279,3310,120589,1316899,7297,758,15,A+
pennsylvania,2020-08-06,116521,3280,119801,1300251,7282,807,38,A+
pennsylvania,2020-08-05,115714,3252,118966,1284725,7244,705,12,A+
pennsylvania,2020-08-04,115009,3229,118238,1271529,7232,854,23,A+
pennsylvania,2020-08-03,114155,3185,117340,1256569,7209,565,0,A+
pennsylvania,2020-08-02,113590,3174,116764,1244569,7209,654,5,A+
pennsylvania,2020-08-01,112936,3157,116093,1232322,7204,888,15,A+
pennsylvania,2020-07-31,112048,3141,115189,1216872,7189,970,13,A+
pennsylvania,2020-07-30,111078,3120,114198,1199937,7176,860,14,A+
pennsylvania,2020-07-29,110218,3080,113298,1184081,7162,834,16,A+
pennsylvania,2020-07-28,109384,3053,112437,1169160,7146,1120,24,A+
pennsylvania,2020-07-27,108264,3036,111300,1150688,7122,839,4,A+
pennsylvania,2020-07-26,107425,3024,110449,1136201,7118,800,4,A+
pennsylvania,2020-07-25,106625,2993,109618,1123330,7114,1054,13,A+
pennsylvania,2020-07-24,105571,2969,108540,1104948,7101,1213,22,A+
pennsylvania,2020-07-23,104358,2950,107308,1085617,7079,962,16,A+
pennsylvania,2020-07-22,103396,2913,106309,1071477,7063,631,25,A+
pennsylvania,2020-07-21,102765,2890,105655,1055763,7038,1027,20,A+
pennsylvania,2020-07-20,101738,2866,104604,1039913,7018,711,3,A+
pennsylvania,2020-07-19,101027,2863,103890,1027379,7015,786,8,A+
pennsylvania,2020-07-18,100241,2853,103094,1012727,7007,763,15,A+
pennsylvania,2020-07-17,99478,2827,102305,999390,6992,1032,19,A+
pennsylvania,2020-07-16,98446,2814,101260,983641,6973,781,16,A+
pennsylvania,2020-07-15,97665,2792,100457,968649,6957,994,26,A+
pennsylvania,2020-07-14,96671,2765,99436,947283,6931,929,20,A+
pennsylvania,2020-07-13,95742,2727,98469,931474,6911,476,7,A+
pennsylvania,2020-07-12,95266,2714,97980,924284,6904,577,7,A+
pennsylvania,2020-07-11,94689,2688,97377,912323,6897,813,17,A+
pennsylvania,2020-07-10,93876,2670,96546,898640,6880,1009,32,A+
pennsylvania,2020-07-09,92867,2665,95532,880023,6848,719,36,A+
pennsylvania,2020-07-08,92148,2633,94781,866526,6812,849,25,A+
pennsylvania,2020-07-07,91299,2608,93907,850102,6787,995,33,A+
pennsylvania,2020-07-06,90304,2599,92903,833324,6754,450,1,A+
pennsylvania,2020-07-05,89854,2587,92441,824700,6753,479,4,A+
pennsylvania,2020-07-04,89375,2562,91937,814823,6749,634,3,A+
pennsylvania,2020-07-03,88741,2536,91277,804144,6746,667,34,A+
pennsylvania,2020-07-02,88074,2501,90575,790273,6712,832,63,A+
pennsylvania,2020-07-01,87242,2491,89733,776804,6649,636,0,A+
pennsylvania,2020-06-30,86606,2476,89082,764187,6649,618,35,A+
pennsylvania,2020-06-29,85988,2459,88447,752889,6614,492,35,A+
pennsylvania,2020-06-28,85496,3540,89036,742982,6579,1126,0,A+
pennsylvania,2020-06-27,84370,2414,86784,719081,6579,0,0,A+
pennsylvania,2020-06-26,84370,2414,86784,719081,6579,600,22,A+
pennsylvania,2020-06-25,83770,2396,86166,704801,6557,579,39,A+
pennsylvania,2020-06-24,83191,2381,85572,691408,6518,495,54,A+
pennsylvania,2020-06-23,82696,2349,85045,679103,6464,510,38,A+
pennsylvania,2020-06-22,82186,2327,84513,667848,6426,456,3,A+
pennsylvania,2020-06-21,81730,2325,84055,657745,6423,464,4,A+
pennsylvania,2020-06-20,81266,2319,83585,647727,6419,504,20,A+
pennsylvania,2020-06-19,80762,2311,83073,637218,6399,526,38,A+
pennsylvania,2020-06-18,80236,2287,82523,624068,6361,418,42,A+
pennsylvania,2020-06-17,79818,2275,82093,612831,6319,335,43,A+
pennsylvania,2020-06-16,79483,2253,81736,603092,6276,362,33,A+
pennsylvania,2020-06-15,79121,2238,81359,593030,6243,323,28,A+
pennsylvania,2020-06-14,78798,2231,81029,583233,6215,336,4,A+
pennsylvania,2020-06-13,78462,2225,80687,575051,6211,463,49,A+
