state,date,positive,probable_cases,total_case,total_test_results,death,positive_increase,death_increase,data_quality_grade
iowa,2020-06-14,23926,NA,NA,224634,652,209,2,A+
iowa,2020-06-13,23717,NA,NA,219608,650,380,7,A+
iowa,2020-06-12,23337,NA,NA,214544,643,399,4,A+
iowa,2020-06-11,22938,NA,NA,208539,639,387,9,A+
iowa,2020-06-10,22551,NA,NA,202829,630,315,6,A+
iowa,2020-06-09,22236,NA,NA,197723,624,249,12,A+
iowa,2020-06-08,21987,NA,NA,193622,612,320,8,A+
iowa,2020-06-07,21667,NA,NA,188192,604,189,6,A+
iowa,2020-06-06,21478,NA,NA,184714,598,326,6,A+
iowa,2020-06-05,21152,NA,NA,180663,592,347,12,A+
iowa,2020-06-04,20805,NA,NA,174935,580,750,6,A+
iowa,2020-06-03,20055,NA,NA,164445,574,39,13,A+
iowa,2020-06-02,20016,NA,NA,163690,561,319,10,A+
iowa,2020-06-01,19697,NA,NA,159081,551,145,17,A+
iowa,2020-05-31,19552,NA,NA,156296,534,308,3,A+
iowa,2020-05-30,19244,NA,NA,150423,531,318,9,A+
iowa,2020-05-29,18926,NA,NA,147320,522,353,18,A+
iowa,2020-05-28,18573,NA,NA,142933,504,213,13,A+
iowa,2020-05-27,18360,NA,NA,139526,491,657,13,A+
iowa,2020-05-26,17703,NA,NA,135004,478,126,19,A+
iowa,2020-05-25,17577,NA,NA,132715,459,325,5,A+
iowa,2020-05-24,17252,NA,NA,127756,454,359,10,A+
iowa,2020-05-23,16893,NA,NA,123941,444,389,19,A+
iowa,2020-05-22,16504,NA,NA,120250,425,334,19,A+
iowa,2020-05-21,16170,NA,NA,116565,406,556,18,A+
iowa,2020-05-20,15614,NA,NA,110748,388,265,16,A+
iowa,2020-05-19,15349,NA,NA,107648,372,394,17,A+
iowa,2020-05-18,14955,NA,NA,103148,355,304,4,A+
iowa,2020-05-17,14651,NA,NA,100241,351,323,5,A+
iowa,2020-05-16,14328,NA,NA,96300,346,279,10,A+
iowa,2020-05-15,14049,NA,NA,93566,336,374,18,A+
iowa,2020-05-14,13675,NA,NA,89294,318,386,12,A+
iowa,2020-05-13,13289,NA,NA,85719,306,377,17,A+
iowa,2020-05-12,12912,NA,NA,81288,289,539,18,A+
iowa,2020-05-11,12373,NA,NA,77792,271,414,6,A+
iowa,2020-05-10,11959,NA,NA,74174,265,288,13,A+
iowa,2020-05-09,11671,NA,NA,71476,252,214,9,A+
iowa,2020-05-08,11457,NA,NA,70261,243,398,12,A+
iowa,2020-05-07,11059,NA,NA,66427,231,655,12,A+
iowa,2020-05-06,10404,NA,NA,63171,219,293,12,B
iowa,2020-05-05,10111,NA,NA,60569,207,408,19,B
iowa,2020-05-04,9703,NA,NA,57161,188,534,4,B
iowa,2020-05-03,9169,NA,NA,53186,184,528,9,B
iowa,2020-05-02,8641,NA,NA,46349,175,757,5,A
iowa,2020-05-01,7884,NA,NA,45592,170,739,8,A
iowa,2020-04-30,7145,NA,NA,42667,162,302,14,B
iowa,2020-04-29,6843,NA,NA,41337,148,467,12,B
iowa,2020-04-28,6376,NA,NA,39823,136,508,9,B
iowa,2020-04-27,5868,NA,NA,38150,127,392,9,B
iowa,2020-04-26,5476,NA,NA,36090,118,384,6,B
iowa,2020-04-25,5092,NA,NA,34350,112,647,5,B
iowa,2020-04-24,4445,NA,NA,31973,107,521,11,A
iowa,2020-04-23,3924,NA,NA,29262,96,176,6,A
iowa,2020-04-22,3748,NA,NA,28244,90,107,7,A
iowa,2020-04-21,3641,NA,NA,27615,83,482,4,A
iowa,2020-04-20,3159,NA,NA,25820,79,257,4,A
iowa,2020-04-19,2902,NA,NA,24550,75,389,1,A
iowa,2020-04-18,2513,NA,NA,22947,74,181,10,A
iowa,2020-04-17,2332,NA,NA,21792,64,191,4,A
iowa,2020-04-16,2141,NA,NA,20675,60,146,7,A
iowa,2020-04-15,1995,NA,NA,19869,53,96,4,A
iowa,2020-04-14,1899,NA,NA,18885,49,189,6,A
iowa,2020-04-13,1710,NA,NA,18696,43,123,2,A
iowa,2020-04-12,1587,NA,NA,17592,41,77,7,A
iowa,2020-04-11,1510,NA,NA,17132,34,122,3,A
iowa,2020-04-10,1388,NA,NA,15953,31,118,2,A
iowa,2020-04-09,1270,NA,NA,14973,29,125,2,A
iowa,2020-04-08,1145,NA,NA,13966,27,97,1,A
iowa,2020-04-07,1048,NA,NA,12718,26,102,1,A
iowa,2020-04-06,946,NA,NA,11599,25,78,3,A
iowa,2020-04-05,868,NA,NA,10841,22,82,8,C
iowa,2020-04-04,786,NA,NA,10240,14,87,3,C
iowa,2020-04-03,699,NA,NA,9453,11,85,0,C
iowa,2020-04-02,614,NA,NA,8668,11,65,2,C
iowa,2020-04-01,549,NA,NA,7853,9,52,2,C
iowa,2020-03-31,497,NA,NA,7385,7,73,1,C
iowa,2020-03-30,424,NA,NA,6586,6,88,2,C
iowa,2020-03-29,336,NA,NA,5349,4,38,1,C
iowa,2020-03-28,298,NA,NA,4673,3,63,0,C
iowa,2020-03-27,235,NA,NA,3975,3,56,2,C
iowa,2020-03-26,179,NA,NA,2757,1,34,0,C
iowa,2020-03-25,145,NA,NA,2723,1,21,1,C
iowa,2020-03-24,124,NA,NA,2439,NA,19,0,C
iowa,2020-03-23,105,NA,NA,2148,NA,15,0,C
arizona,2020-11-21,295334,8454,303788,2083643,6457,3638,30,A+
arizona,2020-11-20,291696,8299,299995,2063889,6427,4471,43,A+
arizona,2020-11-19,287225,8007,295232,2037288,6384,4123,19,A+
arizona,2020-11-18,283102,7760,290862,2018995,6365,3206,53,A+
arizona,2020-11-17,279896,7584,287480,2004208,6312,2984,10,A+
arizona,2020-11-16,276912,7455,284367,1987781,6302,1476,0,A+
arizona,2020-11-15,275436,7333,282769,1974498,6302,2383,2,A+
arizona,2020-11-14,273053,7245,280298,1961414,6300,3476,43,A+
arizona,2020-11-13,269577,7123,276700,1942716,6257,3015,17,A+
arizona,2020-11-12,266562,7034,273596,1923506,6240,1399,12,A+
arizona,2020-11-11,265163,6926,272089,1908309,6228,2030,36,A+
arizona,2020-11-10,263133,6816,269949,1898614,6192,3434,28,A+
arizona,2020-11-09,259699,6698,266397,1883207,6164,435,0,A+
arizona,2020-11-08,259264,6668,265932,1872660,6164,1880,17,A+
arizona,2020-11-07,257384,6590,263974,1858835,6147,2620,38,A+
arizona,2020-11-06,254764,6434,261198,1842311,6109,1996,22,A+
arizona,2020-11-05,252768,6300,259068,1826629,6087,2135,28,A+
arizona,2020-11-04,250633,6171,256804,1812326,6059,815,39,A+
arizona,2020-11-03,249818,6036,255854,1803235,6020,1679,38,A+
arizona,2020-11-02,248139,5919,254058,1792602,5982,666,1,A+
arizona,2020-11-01,247473,5877,253350,1785767,5981,1527,2,A+
arizona,2020-10-31,245946,5816,251762,1771553,5979,1901,45,A+
arizona,2020-10-30,244045,5689,249734,1759095,5934,1565,16,A+
arizona,2020-10-29,242480,5645,248125,1745662,5918,1315,13,A+
arizona,2020-10-28,241165,5532,246697,1731447,5905,1043,14,A+
arizona,2020-10-27,240122,5515,245637,1724647,5891,1158,16,A+
arizona,2020-10-26,238964,5484,244448,1714801,5875,801,1,A+
arizona,2020-10-25,238163,5462,243625,1706407,5874,1391,5,A+
arizona,2020-10-24,236772,5417,242189,1693549,5869,890,4,A+
arizona,2020-10-23,235882,5394,241276,1681469,5865,976,6,A+
arizona,2020-10-22,234906,5341,240247,1668562,5859,994,5,A+
arizona,2020-10-21,233912,5315,239227,1657389,5854,975,17,A+
arizona,2020-10-20,232937,5267,238204,1647345,5837,1040,7,A+
arizona,2020-10-19,231897,5216,237113,1639785,5830,748,3,A+
arizona,2020-10-18,231149,5187,236336,1631023,5827,742,3,A+
arizona,2020-10-17,230407,5143,235550,1620703,5824,921,18,A+
arizona,2020-10-16,229486,5087,234573,1609380,5806,738,17,A+
arizona,2020-10-15,228748,5056,233804,1601033,5789,1113,17,A+
arizona,2020-10-14,227635,5043,232678,1589202,5772,901,5,A+
arizona,2020-10-13,226734,4930,231664,1581151,5767,684,8,A+
arizona,2020-10-12,226050,4911,230961,1574200,5759,475,0,A+
arizona,2020-10-11,225575,4904,230479,1566165,5759,597,0,A+
arizona,2020-10-10,224978,4892,229870,1556015,5759,894,13,A+
arizona,2020-10-09,224084,4837,228921,1543445,5746,683,3,A+
arizona,2020-10-08,223401,4805,228206,1531095,5743,863,10,A+
arizona,2020-10-07,222538,4792,227330,1518694,5733,604,20,A+
arizona,2020-10-06,221934,4780,226714,1511427,5713,864,6,A+
arizona,2020-10-05,221070,4737,225807,1502873,5707,316,1,A+
arizona,2020-10-04,220754,4727,225481,1496131,5706,355,1,A+
arizona,2020-10-03,220399,4711,225110,1488145,5705,636,12,A+
arizona,2020-10-02,219763,4676,224439,1478504,5693,551,19,A+
arizona,2020-10-01,219212,4604,223816,1471368,5674,705,24,A+
arizona,2020-09-30,218507,4573,223080,1457575,5650,323,18,A+
arizona,2020-09-29,218184,4562,222746,1453528,5632,674,9,A+
arizona,2020-09-28,217510,4540,222050,1448712,5623,273,0,A+
arizona,2020-09-27,217237,4522,221759,1443323,5623,411,1,A+
arizona,2020-09-26,216826,4450,221276,1434227,5622,459,35,A+
arizona,2020-09-25,216367,4421,220788,1423603,5587,515,28,A+
arizona,2020-09-24,215852,4426,220278,1415991,5559,568,34,A+
arizona,2020-09-23,215284,4364,219648,1405502,5525,438,27,A+
arizona,2020-09-22,214846,4236,219082,1396418,5498,595,20,A+
arizona,2020-09-21,214251,4335,218586,1386627,5478,233,2,A+
arizona,2020-09-20,214018,4317,218335,1379607,5476,467,9,A+
arizona,2020-09-19,213551,4253,217804,1368906,5467,609,16,A+
arizona,2020-09-18,212942,4165,217107,1358154,5451,1282,42,A+
arizona,2020-09-17,211660,2766,214426,1350116,5409,1753,38,A+
arizona,2020-09-16,209907,2189,212096,1326272,5371,698,27,A+
arizona,2020-09-15,209209,1989,211198,1310315,5344,484,22,A+
arizona,2020-09-14,208725,1950,210675,1300664,5322,213,0,A+
arizona,2020-09-13,208512,1901,210413,1296137,5322,384,7,A+
arizona,2020-09-12,208128,1905,210033,1286824,5315,605,27,A+
arizona,2020-09-11,207523,1881,209404,1277543,5288,521,15,A+
arizona,2020-09-10,207002,1861,208863,1270873,5273,461,22,A+
arizona,2020-09-09,206541,1826,208367,1267371,5251,496,30,A+
arizona,2020-09-08,206045,1806,207851,1264793,5221,81,2,A+
arizona,2020-09-07,205964,1807,207771,1261590,5219,198,-2,A+
arizona,2020-09-06,205766,1797,207563,1257221,5221,250,14,A+
arizona,2020-09-05,205516,1794,207310,1250981,5207,835,36,A+
arizona,2020-09-04,204681,1786,206467,1235142,5171,728,41,A+
arizona,2020-09-03,203953,1770,205723,1221089,5130,1092,65,A+
arizona,2020-09-02,202861,1750,204611,1212177,5065,519,21,A+
arizona,2020-09-01,202342,1734,204076,1207256,5044,507,15,A+
arizona,2020-08-31,201835,1731,203566,1202698,5029,174,-1,A+
arizona,2020-08-30,201661,1713,203374,1197728,5030,374,23,A+
arizona,2020-08-29,201287,1708,202995,1190668,5007,629,29,A+
arizona,2020-08-28,200658,1680,202338,1182397,4978,519,49,A+
arizona,2020-08-27,200139,1635,201774,1173293,4929,680,33,A+
arizona,2020-08-26,199459,1615,201074,1165295,4896,186,104,A+
arizona,2020-08-25,199273,1602,200875,1160602,4792,859,21,A+
arizona,2020-08-24,198414,1593,200007,1155629,4771,311,0,A+
arizona,2020-08-23,198103,1582,199685,1149287,4771,208,15,A+
arizona,2020-08-22,197895,1577,199472,1142557,4756,996,68,A+
arizona,2020-08-21,196899,1568,198467,1126420,4688,619,4,A+
arizona,2020-08-20,196280,1546,197826,1116897,4684,723,50,A+
arizona,2020-08-19,195557,1515,197072,1109724,4634,637,105,A+
arizona,2020-08-18,194920,1504,196424,1102493,4529,915,23,A+
arizona,2020-08-17,194005,1491,195496,1096897,4506,468,0,A+
arizona,2020-08-16,193537,1475,195012,1090499,4506,883,14,A+
arizona,2020-08-15,192654,1443,194097,1075748,4492,933,69,A+
arizona,2020-08-14,191721,1429,193150,1066146,4423,927,40,A+
arizona,2020-08-13,190794,1408,192202,1056770,4383,1351,36,A+
arizona,2020-08-12,189443,1390,190833,1042838,4347,706,148,A+
arizona,2020-08-11,188737,1375,190112,1035900,4199,1214,45,A+
arizona,2020-08-10,187523,1343,188866,1026888,4154,600,4,A+
arizona,2020-08-09,186923,1330,188253,1021233,4150,816,13,A+
arizona,2020-08-08,186107,1302,187409,1015218,4137,1054,56,A+
arizona,2020-08-07,185053,1262,186315,1003583,4081,1406,79,A+
arizona,2020-08-06,183647,1239,184886,994625,4002,1444,70,A+
arizona,2020-08-05,182203,1210,183413,984332,3932,1698,87,A+
arizona,2020-08-04,180505,813,181318,971244,3845,1008,66,A+
arizona,2020-08-03,179497,813,180310,964418,3779,1030,14,A+
arizona,2020-08-02,178467,813,179280,956428,3765,1465,18,A+
arizona,2020-08-01,177002,813,177815,948650,3747,2992,53,A+
arizona,2020-07-31,174010,813,174823,933743,3694,3212,68,A+
arizona,2020-07-30,170798,813,171611,913266,3626,2525,172,A+
arizona,2020-07-29,168273,813,169086,901429,3454,2339,46,A+
arizona,2020-07-28,165934,813,166747,890931,3408,2107,104,A+
arizona,2020-07-27,163827,813,164640,878333,3304,1813,-1,A+
arizona,2020-07-26,162014,813,162827,867103,3305,1973,19,A+
arizona,2020-07-25,160041,813,160854,857609,3286,3740,144,A+
arizona,2020-07-24,156301,813,157114,836817,3142,3357,79,A+
arizona,2020-07-23,152944,813,153757,822713,3063,2335,89,A+
arizona,2020-07-22,150609,813,151422,813981,2974,1926,56,A+
arizona,2020-07-21,148683,813,149496,807666,2918,3500,134,A+
arizona,2020-07-20,145183,813,145996,793523,2784,1559,23,A+
arizona,2020-07-19,143624,813,144437,785979,2761,2359,31,A+
arizona,2020-07-18,141265,813,142078,771991,2730,2742,147,A+
arizona,2020-07-17,138523,813,139336,764155,2583,3910,91,A+
arizona,2020-07-16,134613,775,135388,748491,2492,3259,58,A+
arizona,2020-07-15,131354,778,132132,735184,2434,3257,97,A+
arizona,2020-07-14,128097,752,128849,721191,2337,4273,92,A+
arizona,2020-07-13,123824,723,124547,701703,2245,1357,8,A+
arizona,2020-07-12,122467,709,123176,695463,2237,2537,86,A+
arizona,2020-07-11,119930,697,120627,683293,2151,3038,69,A+
arizona,2020-07-10,116892,683,117575,668528,2082,4221,44,A+
arizona,2020-07-09,112671,643,113314,652418,2038,4057,75,A+
arizona,2020-07-08,108614,583,109197,640487,1963,3520,36,A+
arizona,2020-07-07,105094,522,105616,628275,1927,3653,117,A+
arizona,2020-07-06,101441,498,101939,617343,1810,3352,1,A+
arizona,2020-07-05,98089,478,98567,603884,1809,3536,4,A+
arizona,2020-07-04,94553,468,95021,589040,1805,2695,17,A+
arizona,2020-07-03,91858,462,92320,577919,1788,4433,31,A+
arizona,2020-07-02,87425,455,87880,560384,1757,3333,37,A+
arizona,2020-07-01,84092,447,84539,549149,1720,4877,88,A+
arizona,2020-06-30,79215,434,79649,531922,1632,4682,44,A+
arizona,2020-06-29,74533,414,74947,511009,1588,625,0,A+
arizona,2020-06-28,73908,411,74319,509485,1588,3857,9,A+
arizona,2020-06-27,70051,410,70461,494337,1579,3503,44,A+
arizona,2020-06-26,66548,493,67041,479330,1535,3518,45,A+
arizona,2020-06-25,63030,396,63426,463800,1490,3056,27,A+
arizona,2020-06-24,59974,388,60362,448800,1463,1795,79,A+
arizona,2020-06-23,58179,380,58559,440138,1384,3593,42,A+
arizona,2020-06-22,54586,372,54958,429418,1342,2196,3,A+
arizona,2020-06-21,52390,372,52762,419372,1339,2592,1,A+
arizona,2020-06-20,49798,372,50170,404908,1338,3109,26,A+
arizona,2020-06-19,46689,366,47055,391850,1312,3246,41,A+
arizona,2020-06-18,43443,358,43801,379374,1271,2519,32,A+
arizona,2020-06-17,40924,347,41271,365846,1239,1827,20,A+
arizona,2020-06-16,39097,343,39440,353991,1219,2392,25,A+
arizona,2020-06-15,36705,328,37033,344929,1194,1014,8,A+
arizona,2020-06-14,35691,317,36008,337728,1186,1233,3,A+
arizona,2020-06-13,34458,312,34770,328085,1183,1540,39,A+
arizona,2020-06-12,32918,309,33227,320816,1144,1654,17,A+
arizona,2020-06-11,31264,309,31573,309273,1127,1412,32,A+
arizona,2020-06-10,29852,NA,NA,299687,1095,1556,25,A+
arizona,2020-06-09,28296,NA,NA,293213,1070,618,23,A+
arizona,2020-06-08,27678,NA,NA,288081,1047,789,3,A+
arizona,2020-06-07,26889,NA,NA,281621,1044,1438,2,A+
arizona,2020-06-06,25451,NA,NA,271646,1042,1119,30,A+
arizona,2020-06-05,24332,NA,NA,263865,1012,1579,16,A+
arizona,2020-06-04,22753,NA,NA,249755,996,520,15,A+
arizona,2020-06-03,22233,NA,NA,244525,981,983,40,A+
arizona,2020-06-02,21250,NA,NA,237833,941,1127,24,A+
arizona,2020-06-01,20123,NA,NA,228070,917,187,11,A+
arizona,2020-05-31,19936,NA,NA,225206,906,681,3,A+
arizona,2020-05-30,19255,NA,NA,217047,903,790,18,A+
arizona,2020-05-29,18465,NA,NA,209813,885,702,28,A+
arizona,2020-05-28,17763,NA,NA,202914,857,501,26,A+
arizona,2020-05-27,17262,NA,NA,196266,831,479,24,A+
arizona,2020-05-26,16783,NA,NA,190731,807,222,1,A+
arizona,2020-05-25,16561,NA,NA,187782,806,222,6,A+
arizona,2020-05-24,16339,NA,NA,183641,800,300,1,A+
arizona,2020-05-23,16039,NA,NA,180439,799,431,24,A+
arizona,2020-05-22,15608,NA,NA,176003,775,293,12,A+
arizona,2020-05-21,15315,NA,NA,171627,763,418,16,A+
arizona,2020-05-20,14897,NA,NA,165435,747,331,43,A+
arizona,2020-05-19,14566,NA,NA,161571,704,396,18,A+
arizona,2020-05-18,14170,NA,NA,156473,686,233,6,A+
arizona,2020-05-17,13937,NA,NA,151761,680,306,1,A+
arizona,2020-05-16,13631,NA,NA,146788,679,462,28,A+
arizona,2020-05-15,13169,NA,NA,142001,651,495,27,A+
arizona,2020-05-14,12674,NA,NA,134338,624,498,30,A+
arizona,2020-05-13,12176,NA,NA,127750,594,440,32,A+
arizona,2020-05-12,11736,NA,NA,122842,562,356,20,A+
arizona,2020-05-11,11380,NA,NA,116464,542,261,6,A+
arizona,2020-05-10,11119,NA,NA,110377,536,159,4,A+
arizona,2020-05-09,10960,NA,NA,105810,532,434,15,A+
arizona,2020-05-08,10526,NA,NA,101125,517,581,67,A+
arizona,2020-05-07,9945,NA,NA,96434,450,238,24,A+
arizona,2020-05-06,9707,NA,NA,91737,426,402,31,A+
arizona,2020-05-05,9305,NA,NA,88260,395,386,33,A+
arizona,2020-05-04,8919,NA,NA,85253,362,279,0,A+
arizona,2020-05-03,8640,NA,NA,81119,362,276,14,A+
arizona,2020-05-02,8364,NA,NA,77997,348,402,18,A+
arizona,2020-05-01,7962,NA,NA,74879,330,314,10,A+
arizona,2020-04-30,7648,NA,NA,71786,320,446,16,A+
arizona,2020-04-29,7202,NA,NA,68813,304,254,11,A+
arizona,2020-04-28,6948,NA,NA,67438,293,232,18,A+
arizona,2020-04-27,6716,NA,NA,66543,275,190,0,A+
arizona,2020-04-26,6526,NA,NA,64811,275,246,9,A+
arizona,2020-04-25,6280,NA,NA,62508,266,235,0,A+
arizona,2020-04-24,6045,NA,NA,60714,266,276,17,B
arizona,2020-04-23,5769,NA,NA,58697,249,310,20,B
arizona,2020-04-22,5459,NA,NA,56601,229,208,21,B
arizona,2020-04-21,5251,NA,NA,55152,208,187,21,B
arizona,2020-04-20,5064,NA,NA,54500,187,135,3,B
arizona,2020-04-19,4929,NA,NA,52990,184,210,7,B
arizona,2020-04-18,4719,NA,NA,51045,177,212,8,B
arizona,2020-04-17,4507,NA,NA,49230,169,273,19,B
arizona,2020-04-16,4234,NA,NA,47398,150,272,8,B
arizona,2020-04-15,3962,NA,NA,45310,142,156,11,B
arizona,2020-04-14,3806,NA,NA,44096,131,104,9,B
arizona,2020-04-13,3702,NA,NA,43347,122,163,7,B
arizona,2020-04-12,3539,NA,NA,42109,115,146,7,B
arizona,2020-04-11,3393,NA,NA,40530,108,281,11,B
arizona,2020-04-10,3112,NA,NA,37734,97,94,8,B
arizona,2020-04-09,3018,NA,NA,37178,89,292,9,B
arizona,2020-04-08,2726,NA,NA,34564,80,151,7,B
arizona,2020-04-07,2575,NA,NA,33375,73,119,8,B
arizona,2020-04-06,2456,NA,NA,32534,65,187,1,B
arizona,2020-04-05,2269,NA,NA,27410,64,250,12,B
arizona,2020-04-04,2019,NA,NA,27160,52,250,11,B
arizona,2020-04-03,1769,NA,NA,24673,41,171,9,B
arizona,2020-04-02,1598,NA,NA,22709,32,185,3,B
arizona,2020-04-01,1413,NA,NA,21058,29,124,5,B
arizona,2020-03-31,1289,NA,NA,19371,24,132,4,B
arizona,2020-03-30,1157,NA,NA,16759,20,238,3,B
arizona,2020-03-29,919,NA,NA,13872,17,46,2,B
arizona,2020-03-28,873,NA,NA,8328,15,137,2,B
arizona,2020-03-27,736,NA,NA,8191,13,159,5,B
arizona,2020-03-26,577,NA,NA,924,8,127,2,B
arizona,2020-03-25,450,NA,NA,773,6,93,1,B
arizona,2020-03-24,357,NA,NA,670,5,92,3,B
arizona,2020-03-23,265,NA,NA,574,2,113,0,B
nevada,2020-11-21,131733,NA,NA,1507064,2011,2019,29,A
nevada,2020-11-20,129714,NA,NA,1478163,1982,1839,29,A
nevada,2020-11-19,127875,NA,NA,1471764,1953,2416,6,A
nevada,2020-11-18,125459,NA,NA,1454741,1947,1665,3,A+
nevada,2020-11-17,123794,NA,NA,1447823,1944,1697,27,A+
nevada,2020-11-16,122097,NA,NA,1435791,1917,1914,8,A+
nevada,2020-11-15,120183,NA,NA,1426082,1909,1177,1,A+
nevada,2020-11-14,119006,NA,NA,1413453,1908,2269,15,A+
nevada,2020-11-13,116737,NA,NA,1388286,1893,1857,13,A+
nevada,2020-11-12,114880,NA,NA,1375669,1880,1469,3,A+
nevada,2020-11-11,113411,NA,NA,1362884,1877,1107,18,A+
nevada,2020-11-10,112304,NA,NA,1352746,1859,1322,7,A+
nevada,2020-11-09,110982,NA,NA,1344308,1852,960,1,A+
nevada,2020-11-08,110022,NA,NA,1335632,1851,1276,1,A+
nevada,2020-11-07,108746,NA,NA,1326378,1850,1824,5,A+
nevada,2020-11-06,106922,NA,NA,1312492,1845,1562,21,A+
nevada,2020-11-05,105360,NA,NA,1299121,1824,1267,10,A+
nevada,2020-11-04,104093,NA,NA,1286206,1814,1068,7,A+
nevada,2020-11-03,103025,NA,NA,1277944,1807,911,23,A+
nevada,2020-11-02,102114,NA,NA,1270643,1784,635,3,A+
nevada,2020-11-01,101479,NA,NA,1263183,1781,716,4,A+
nevada,2020-10-31,100763,NA,NA,1253083,1777,977,0,A+
nevada,2020-10-30,99786,NA,NA,1242709,1777,1232,8,A+
nevada,2020-10-29,98554,NA,NA,1231112,1769,1075,3,A+
nevada,2020-10-28,97479,NA,NA,1227689,1766,571,10,A+
nevada,2020-10-27,96908,NA,NA,1220443,1756,730,7,A+
nevada,2020-10-26,96178,NA,NA,1212437,1749,475,1,A+
nevada,2020-10-25,95703,NA,NA,1204746,1748,891,5,A+
nevada,2020-10-24,94812,NA,NA,1196111,1743,1146,5,A+
nevada,2020-10-23,93666,NA,NA,1185069,1738,813,2,A+
nevada,2020-10-22,92853,NA,NA,1175414,1736,789,4,A+
nevada,2020-10-21,92064,NA,NA,1165414,1732,565,5,A+
nevada,2020-10-20,91499,NA,NA,1156029,1727,656,15,A+
nevada,2020-10-19,90843,NA,NA,1156001,1712,582,2,A+
nevada,2020-10-18,90261,NA,NA,1154653,1710,609,3,A+
nevada,2020-10-17,89652,NA,NA,1150423,1707,967,0,A+
nevada,2020-10-16,88685,NA,NA,1142263,1707,716,9,A+
nevada,2020-10-15,87969,NA,NA,1133788,1698,655,7,A+
nevada,2020-10-14,87314,NA,NA,1124508,1691,479,17,A+
nevada,2020-10-13,86835,NA,NA,1114916,1674,487,10,A+
nevada,2020-10-12,86348,NA,NA,1107492,1664,569,3,A+
nevada,2020-10-11,85779,NA,NA,1105227,1661,380,2,A+
nevada,2020-10-10,85399,NA,NA,1100315,1659,806,2,A+
nevada,2020-10-09,84593,NA,NA,1092036,1657,766,8,A+
nevada,2020-10-08,83827,NA,NA,1082722,1649,480,13,A+
nevada,2020-10-07,83347,NA,NA,1074720,1636,431,7,A+
nevada,2020-10-06,82916,NA,NA,1063694,1629,479,6,A+
nevada,2020-10-05,82437,NA,NA,1056059,1623,337,0,A+
nevada,2020-10-04,82100,NA,NA,1053674,1623,392,3,A+
nevada,2020-10-03,81708,NA,NA,1048907,1620,526,11,A+
nevada,2020-10-02,81182,NA,NA,1041566,1609,772,6,A+
nevada,2020-10-01,80410,NA,NA,1032653,1603,430,3,A+
nevada,2020-09-30,79980,NA,NA,1026287,1600,385,7,A+
nevada,2020-09-29,79595,NA,NA,1017298,1593,404,8,A+
nevada,2020-09-28,79191,NA,NA,1010266,1585,463,0,A+
nevada,2020-09-27,78728,NA,NA,1007988,1585,373,3,A+
nevada,2020-09-26,78355,NA,NA,1004513,1582,602,9,A+
nevada,2020-09-25,77753,NA,NA,997075,1573,556,9,A+
nevada,2020-09-24,77197,NA,NA,990172,1564,390,8,A+
nevada,2020-09-23,76807,NA,NA,981810,1556,509,10,A+
nevada,2020-09-22,76298,NA,NA,971181,1546,262,15,A+
nevada,2020-09-21,76036,NA,NA,963475,1531,232,0,A+
nevada,2020-09-20,75804,NA,NA,961371,1531,385,3,A+
nevada,2020-09-19,75419,NA,NA,958201,1528,323,4,A+
nevada,2020-09-18,75096,NA,NA,950955,1524,501,18,A+
nevada,2020-09-17,74595,NA,NA,943167,1506,347,12,A+
nevada,2020-09-16,74248,NA,NA,935072,1494,208,12,A+
nevada,2020-09-15,74040,NA,NA,926326,1482,226,26,A+
nevada,2020-09-14,73814,NA,NA,917748,1456,277,4,A+
nevada,2020-09-13,73537,NA,NA,916029,1452,317,3,A+
nevada,2020-09-12,73220,NA,NA,912914,1449,414,10,A+
nevada,2020-09-11,72806,NA,NA,905905,1439,260,10,A+
nevada,2020-09-10,72546,NA,NA,898862,1429,288,17,A+
nevada,2020-09-09,72258,NA,NA,891310,1412,154,19,A+
nevada,2020-09-08,72104,NA,NA,880393,1393,137,0,A+
nevada,2020-09-07,71967,NA,NA,877813,1393,357,4,A+
nevada,2020-09-06,71610,NA,NA,876355,1389,508,1,A+
nevada,2020-09-05,71102,NA,NA,871821,1388,390,13,A+
nevada,2020-09-04,70712,NA,NA,864696,1375,489,12,A+
nevada,2020-09-03,70223,NA,NA,856086,1363,351,27,A+
nevada,2020-09-02,69872,NA,NA,847175,1336,239,23,A+
nevada,2020-09-01,69633,NA,NA,838627,1313,405,8,A+
nevada,2020-08-31,69228,NA,NA,830862,1305,320,3,A+
nevada,2020-08-30,68908,NA,NA,829352,1302,447,0,A+
nevada,2020-08-29,68461,NA,NA,825850,1302,609,15,A+
nevada,2020-08-28,67852,NA,NA,820159,1287,632,16,A+
nevada,2020-08-27,67220,NA,NA,813890,1271,554,21,A+
nevada,2020-08-26,66666,NA,NA,807391,1250,253,20,A+
nevada,2020-08-25,66413,NA,NA,799765,1230,403,30,A+
nevada,2020-08-24,66010,NA,NA,794147,1200,409,3,A+
nevada,2020-08-23,65601,NA,NA,792578,1197,532,0,A+
nevada,2020-08-22,65069,NA,NA,788799,1197,636,12,A+
nevada,2020-08-21,64433,NA,NA,782167,1185,849,13,A+
nevada,2020-08-20,63584,NA,NA,775720,1172,556,38,A+
nevada,2020-08-19,63028,NA,NA,767996,1134,389,32,A+
nevada,2020-08-18,62639,NA,NA,758251,1102,672,25,A+
